,Tweet,label
1501,cm my lecturer this morning is already very excited to make teaching content for smt campus online until november how about,1
1502,"it's not important, is there worship, opens village, congregation, mall, nightclub, opens, it's important, school, campus, paying, still going, teachers, lecturers, parents, students, relieved, still teaching online",1
1503,"cm I'm still stressed while studying online, I'm alone, people at home are jobless, the room is always lying down, annoyed, isn't it still stressful, teaching relax, if you don't see it, your eyes are sorry, I'm tired, very sensitive, what advice cont",-1
1504,reposted from happy school cadres beware participatory online skpp officially launched provinces throughout Indonesia to teach adding knowledge to Ramadan,1
1505,"I think online lectures are difficult for my sister to have internet connection, salute to the spirited ones",-1
1506,kbm diy via online active teaching and teaching kbm green zone school area face-to-face method applied diy dropped out of ministers applied diy applied green zone jogjaelinglanwaspada,1
1507,"It's not good to teach online, it's not a day off btw, I'm excited, I still remember",-1
1508,"Training and education enter school on the teaching year on July, students, I hope to be patient too, teacher students, I am patient to enter, Mr. teacher, is patient in processing the grades of the report cards, the results of online teaching and mutualism support",1
1509,long online kbm un high school smk slb cancel the independent teaching process online home online long april yes online kbm no,-1
1510,active teaching tangsel teaching like online,1
1511,online lectures make you lazy to teach,-1
1512,"Mas, the online test season makes all things wrong with cellphones, but I'm not teaching tomorrow, I'm not teaching tomorrow, I'm so relaxed, I teach in the morning until the evening, I only work on my cellphone",1
1513,the dilemma of the pandemic outbreak due to the spread of the corona virus covid because religion is restless one of the realms of home teaching teachers online system lectures pandemic solutions,-1
1514,"It's really true yesterday, Monday, I saw that some of the lecturers were not young enough to teach the online system, how do you see how difficult it is to be young, I'm confused about how you're not young",-1
1515,"Yes, but it's not effective online because teaching supplies for college students can't be the same because teaching also needs to be taught to understand",-1
1516,"Bismillah, wish me luck, the cellphone is broken, I need online teaching from the cellphone",1
1517,"the gratitude side, teach online at tpb, aka mas teach pkn religion in high school or funny, then practice roll in high school, zoom candle attitude",1
1518,"merdeka teaches wisdom to change students, considering the pandemic, facilities, not online material science, do not arrest parents, phk funds, nadiem, where students are miserable",1
1519,"Sis, I'm so poor, I'm confused, I hope I'll be strong first, Sis, are you ready, Sis, to teach makeup, fill your spare time, I'm really bored until the online college semester",-1
1520,"Sis, my brother is in college. The booth has to teach online, sometimes he sleeps in the morning, wakes up in the morning, not at noon. I'm checking books until I meet at night. The room is messy and the books are excited, I'm teaching from home",-1
1521,teach problems online,-1
1522,Bima district schools apply offline online teaching,-1
1523,"June, listen to the cool sharing conversation, good source, the theme of the online teaching chat is dry, please join sms wa smartfmjogja",1
1524,"the covid pandemic leads to a clean life where to teach online, creativity, home cooking, solidarity to help with the road because of the food supply",1
1525,rpp physics online offline combination teaching home,-1
1526,"stuttering assisting children to teach at home during the covid pandemic, participating in the online world book day Indonesia online festival, story class, building potential capacity",1
1527,"Congratulations to educate Indonesia, may the impact of the pandemic be better, teach safe online homes, credits",1
1528,"teaching july has ended the teaching process according to the student calendar, face-to-face online teaching methods see the people's situation like they understand",1
1529,deputy secretary general of fsgi satriwan copy down students tutoring formal schools applied online teaching methods warehouse assignments lack of tutoring functions,-1
1530,nice to teach directly online online,1
1531,"use the online system, use the internet, hold a city road permit for official duties, yes, the net meeting is for teaching students and then online Indonesia is up to you",1
1532,"random thinking, look at the online ui, then if tb hired a teacher, how about it, because you already taught, you lost bringing a teacher",-1
1533,"at eight o'clock online teaching already smells nice and neat, just turn on the laptop, try to mess up the kitchen at noon, brother",1
1534,"stable internet signal, forest online teaching student",1
1535,"remember hardiknas, national museums, ready to provide online scout services, elementary, middle and high school degrees, learning from covid, physical meeting limits, teaching barriers",1
1536,"teach philosophy, practice critical thinking, let's join Karlina Supelli's online philosophy class",-1
1537,"due to the spread of covid in Indonesia, the field of education is affected by students selling the online teaching system, postponing national exams to study at home online learning",-1
1538,excited to teach online even though sometimes bored,1
1539,"the effect of giving assignments to students' teaching results, the effectiveness of online teaching for teaching media, the effectiveness of using zoom media, gmeet, online lectures",1
1540,"no school is ready, like online teaching, excellent quality standards, such as minimum standard grades, absent using task zoom",1
1541,it's stupid to watch youtube playing tiktok update ig playing teaching games via online online the reason for dying quota,-1
1542,at home free teaching online eduversal webinar beyond the class webinar series beyond the class eduversal there is free online teaching and learning title teach from home with google for education,1
1543,very sabi village students go to online school tomorrow to help village children to teach online borrow laptops to help do homework for different families online,1
1544,"It's okay to have internet nets all over Indonesia, the children of the nation, the online teaching system is dead, looking for internet signals, pay close attention",-1
1545,"Nahdlatul Ulama's Association, IPNU, East Java, East Java, Teaching Perception Survey, the Impact of Corona Covid, Percent Results, Teaching Innovative Creative Online Teaching Methods",1
1546,the spirit of online teaching learn from home online lectures online students,1
1547,"Governor of East Java, Khofifah Indar Parawansa, has broken up for a long time, from teaching students online learning online",-1
1548,"good online teaching student template ma'am, thank you ma'am for attending ma'am, does that mean you don't know ma'am",1
1549,"visit the Serdang district education office, hooks show technical acceptance and teach online distance wisely teaches Serdang district houses",1
1550,"quarantine, wake up, take a shower, lazy, shave, don't meet living people, hang messages, eat online, regret being rude, cook, able to, basic age",-1
1551,"morning meeting with sby teaching alliance friends, commission from dprd, sby dispendik, sby about the problem of online teaching load, spp burden, hopefully it can be followed up",1
1552,"online tutoring challenges teachers, students, parents, adaptation of the ordinary school system, technology devices, teaching processes do not meet",1
1553,"I'm clueless, I'm confused, it's the wrong house, the wrong internet, my child is off, I'm telling you to teach online for streaming worship",-1
1554,"the mall is the center of the country's economy, contains hundreds of employees who are afraid of being laid off, the brand that helps the money curve not collapse, opens online campus, orders students to teach classes",1
1555,the spirit of online teaching home learning from home online learning tips online learning online learning online learning only,1
1556,"I can't make a ptk title, I can't look into the title of my ptk, how do I try to improve the level of teaching outcomes for elementary school students, such an online teaching model, don't look carefully at students' homes",1
1557,home holiday teaching learning online learning from home only learning at home,1
1558,"no, I don't go online, I say I'm not ready to teach online cheating, I don't accept it, I'd rather leave school for real W test using CBT, bring cheats",-1
1559,"My point is that it's really really guarding the readiness of students, etc., which makes it awkward about administrative costs, how does a business campus hold an online teaching system so it's free",1
1560,effective online teaching system because students are not comfortable teaching obstacles when students complain because it is not effective Ms. Najwaj,1
1561,"the spirit of teaching, stay healthy, greatedu, open, greatedu, just crowd learning, study together, greatedu, study at home, at home, e-learning, great event, buy tickets, without the hassle, live online webinar, free online, free justice, forex, welcomes our blessing",1
1562,"My cousin, a private school teacher, was informed that the school's Eid salary was cut, I was active in teaching online, the salary of house employees, sadly,",-1
1563,"pay attention to remote areas, not technology or not, children are happy with the benefits of online teaching technology",-1
1564,"smk bro, my city has taught online today, only those who are in high school, bro, who is on holiday won",1
1565,"why do you teach the fak online it's so hard to see the face of the boss, I'm really tired, I can't see the face of people I don't want to see",-1
1566,teach sdn banyuwangi help online teaching packages fb twitter instagram dailypilar official,1
1567,I just realized where are you going to try brother Leting who teaches geomathematics via online strong formulas,1
1568,"Congratulations online skpp officially launches provinces in Indonesia, teach candidates to be careful, let's be absent and online skpp Bawasluskpp online Ramadan together with Bawaslu Bawaslu supervises",1
1569,online teaching destroys sleeping hours,-1
1570,"teach online uts to complete assignments, no ckck",-1
1571,Editor's online class yesterday afternoon really taught me to add professional provisions to be a translator for webinar editors for freelance online classes,1
1572,"newnormal student edition kbm moving offline rooms online requires maintenance costs or not, students, lecturers, transfer of teaching resources from non-physical physical, change the method of making teaching aids",-1
1573,"It's really okay, just ask online, how good is the system application, what's the job, huhuhu syediii good people outside, let's be grateful that you have time to teach",1
1574,stay at home learn online sinau online homeschooling equivalent online work from home stayathome pkbmronaasalways be careful pkbmronasafetabs stubborn can drop out of school don't pustekkom pkbm ronaa,-1
1575,"welcome to national education, let's join home schooling, home learning, Tara school, package a, elementary, b, junior high school, c, ipa, ips, tutoring, success, ptn, online distance teaching, online us, unbk",1
1576,teach adaptation to normal order often new normal pandemic outbreak online online healthy consultation,1
1577,"I'm really bad if I expect a long online teaching system, how about going home",-1
1578,the parents said that the online burden was in the form of online assignments but not ready to help teach lazy children,-1
1579,"no teacher, student i student i I don't teach online, many parents can fall freely because of the pros and cons of taking a value point of view",1
1580,"teach youth shine academy officially changes the format of special metamorphic culture, active online online system teaching program let's",1
1581,"Hey, while quarantined at home, the spirit of online tutoring doesn't stay, so students are excited to teach online at home tutoring",1
1582,"webinar online seminar optimization of independent online teaching teaches resource persons Prof. Nizam, Director General of Higher Education, Prof. Ojat, Univ. Chancellor opens Prof. Basaruddin Ban, PT",-1
1583,"Tired of teaching online, don't give up, don't give up, try to remember to inspire your parents, what do you want to do to spread the spirit of positive energy because it gives people the spirit of cont",1
1584,"I just heard that the group splits the house, teaches the long house in June, the original June, I'm tired of online teaching, I want to be creative by trying the spirit method",1
1585,"the teacher instructs the children to look for sources of discussion, okay, good and reflection, not like practicing online lectures, like giving abrek, not following up, not adding knowledge to doing assignments without follow-up",1
1586,"WFH conditions, between busy campuses, the spirit of teaching science and technology, anti-corruption, online education and training, anti-corruption, fire cooperation, kpk, let's prevent corruption, stop corruption",-1
1587,"Prestige bilingual school, applied field, distance teaching, online bus, home teaching, preventing the corona virus outbreak, following the direction of Minister of Education and Culture, Nadiem Makarim, Ministry of Education and Culture",-1
1588,"a friend of mine, from teaching class xii to online usbn, said that if you teach, go for me, I will value all of my knowledge, I will be rich",1
1589,"Online school is not good, it's not easy to explain directly to the students' material, so that students understand how difficult it is to teach schoolfess teachers",-1
1590,"From what I said, the online teaching child doesn't use a quota, but Nadiem offers free internet for the year, fortunately, doesn't help consumers, Mah Cingcay is free, sorry for the stress, Mom hasn't taught her, hasn't thought about quota",1
1591,don't use online teaching zoom google meet quota that gives g access g buy quota for the side of leaving poor paying for the cost still running on electric wifi,-1
1592,"restless feelings of students among parents, young people, adults, teenagers, children, creatures of online teaching",-1
1593,"students who have internet access, teach online, the Minister of Education and Culture, pay attention",-1
1594,online learning is not effective at making children stupid,-1
1595,teach like campus if you test online,1
1596,teach online sd thinking about his brother ade I said aa help me help me play a cellphone okay you're here I'm anjir ahahah mama aa help me my college assignment piled up a spoiled smile,1
1597,"The intention to go to college is true, the semester online has been destroyed, the teaching group that doesn't feel like my brain is offline",-1
1598,"students feel that when they go to online lectures, this is really a task b terosss assignment c the teacher's task feels like teaching how is it that students are absent, yes, the report value is masyaallah ramadhan",1
1599,"uadfess college at home is enthusiastic, yes, this example is beautiful, uad students are still enthusiastic about online lectures, messages are enthusiastic to teach at home, hopefully it will be fast photo ig",1
1600,"like the grades for junior high school in Boyolali district on june-june online grades for homework, happy teaching, congratulations",1
1601,"Sunday lectures have been ordered to teach online until March, it's hard to be diligent",-1
1602,zen mipi quipp binder pen starter pack if teaching online from Samsek is not effective if the teacher gives yawda gudbay assignments,-1
1603,"online school online lectures online wfh from the point of view of ignorance there is no claim to be rude, demand not to be ignorant, demand flowers",-1
1604,"repp donk, it's weird, lecturer, teacher, kleann, when I teach online, the lecturer, ak zoom, discusses the pre-graduate material, the campus hardfile, the pdhl assignment, is over at the end of the week",-1
1605,"online is not effective, the benefits of facilities are less effective, if you really intend to teach, what are the conditions for teaching",-1
1606,"In the middle of a pandemic, teaching is facing a dilemma because like it or not, online teaching is missing the main essence of being educated",-1
1607,july date online system teaching process wise offline process discussion center command,1
1608,"wait for the order to stop teaching the group home, wa teach the online teaching system with the online system, I'm on vacation, I'm satisfied, you've fallen down",-1
1609,online teaching nugas clean clean wkwk,1
1610,"If I don't finish my work contract, I'm ready to be clear, I'm not a teacher, but I'm teaching online, so holding a child makes my mental state go down.",1
1611,I'm sad that I read the drop-off letter plp pick up can't meet different online teaching students hiks,-1
1612,"teach online but the net is slow, ina fast internet, distended number p",1
1613,"easy world online teaching regional schools distance teaching because students' parents belong to smart phones, schools shut down, forced teachers to visit students, editor, compass, talk",1
1614,hshshs dizzy teaching online,-1
1615,"I'm sorry if the teaching system is online, I'm sorry, the signal is difficult if you don't understand",-1
1616,online teaching iain hammer helps students internet data package,1
1617,"students are active in teaching, teaching walking and homeschooling solutions, students demand the design of innovative teaching media for the benefits of online online media",1
1618,"cut UKT, no, online teaching, no campus facilities hehe",-1
1619,"Umy online teaching is active in implementing online teaching, both the synchronous system, the asynchronous system, is not easy to complete.",1
1620,ken otw what class are you ready to enter high school if you teach online all the time,1
1621,"the role of parents in assisting children to teach online and offline in terms of parenting children learning from an independent home, learning together in the face of corona via elshintaedisipagi",-1
1622,go to the even semester long december---answer the ineffectiveness of online teaching ppdb off teaching budget--starting january,-1
1623,"yes, it's really sad, it's not easy, wey teach online gin",-1
1624,online teaching has a positive impact on the level of competence of teachers in the field of it papuanlivesmatter,1
1625,"sch, the mtk note-taking class for the semester, understand the material, please reply, I can't DM you, let's teach together when you don't understand the material, because teaching online, the mtk teacher doesn't give assignments, thank you",1
1626,staff free online teaching free online shopping acc borrow fintech name border nationalism you are looking for a pre-employment card project you cut the work of the training institute,1
1627,"Modern online teaching goals are frugal, only effective modifications kbm face-to-face conventional class crowd",1
1628,"teach online at home, gusberat, podho abote, private, shadow, hundreds of people, living in complex, cultural boundaries, cah, hut, protocol, healthy, orderly, cmiiw",1
1629,"closely monitor online communication, visit directly to the affected area, dream mentor, the task of the tlukan assisted area on a regular basis, for educational video images, the contents of the tlukan children's teaching materials, c. . . . . . . . . . . . . . . . . . . . . . . . .",1
1630,"when the rector's circular letter came out online, people who were against going home chose to stay in a boarding house and just buy food because they were really scared when they wanted to",-1
1631,consider opening a school for vice president ma ruf I teach online less than optimal,1
1632,"I can't woi online semester at home, I can't stand the body I'm tired of teaching a little open twt",-1
1633,"Complained by friends, effect teaching online, children hang cellphones, sliding kitchen fencing, there is a social distancing quota for children, aka distant rooms that are close, what about the minister",1
1634,"wake up very noisy, you know, my brother teaches online, my brother, w work online, remember Monday",-1
1635,"tired of the usual online lectures, the usual online classes, tired of not meeting a lot of people, forcing a smile to say hello to the online classes, just focus on teaching and small talk that day.",-1
1636,"online teaching due to the covid pandemic constraint students feel bored with assignments, teaching situations go to school, students, teachers feel",-1
1637,the one who says mom is like a parent when she reports online teaching,1
1638,"It's natural that campus management doesn't maximize the potential for online teaching, lecturers stutter, online classes, students are confused, don't maximize knowledge in virtual classes, expensive internet quotas",-1
1639,"for the year of teaching, please be active, preschool and elementary school children, the online system is still online from the front house because it is still not effective for face-to-face teaching, thank you",1
1640,merdeka to teach representatives of the meaning of independence from work Kemendikbud netflix problems are like online teaching,-1
1641,"My campus has prepared an online teaching scenario until the semester, so I forgive corona, let's go quickly, don't be huss",1
1642,ok hm online i said wrong dosbing and guess what i got dosbing i'm telling you that i'm a college lecturer who is said to be good online the knowledge i get doesn't compare to teaching from campus,1
1643,drop out of college enter the quota the quota runs out to teach the online system the connection signal is bad Minister of Education and Culture is looking for students,-1
1644,online lecture session ii the benefits of teaching theoretical legal theory,1
1645,teach online with strong parental school communication coordination,1
1646,"It's really bad that the online teaching oath isn't good for being primitive, like living in a cave",-1
1647,internet quota strategy online teaching Malang MC Brawijaya University UB online net teaching system prevents the spread of the covid virus online teaching implication of online lectures test,1
1648,"general data package hello, feb friend, error in the framework of support such as teaching at the home of the Chancellor of UPN V yk online teaching facility, student internet data package",1
1649,"carrying out writing, stalling, helping to make a collab book cover, a kuluk song, a person who is not described, teaches mixing songs, online discussions, cooking, opening a work bike, daydreaming, spending sleep quota, snacking, not telling people",1
1650,"think about the benefits of being online, if you can't sleep, it's not clear, teach you how to eat, miss, take a bath at night, it's rare for a family to be grateful, why do you feel what you're talking about",1
1651,"online teaching in college, changing online, really, take advantage of application sites that provide free features, pay for online classes, really",1
1652,online forced teaching,-1
1653,"yoi bro, just me who teaches online, it's stupid",-1
1654,School urges to open economy online teaching vaccine ready for everyone,1
1655,"Honestly, Jamal, better teach YouTube online",1
1656,"It's funny, listening to online lecture friends, lecturers, student enthusiasm, Mr. friends, it's been a week since I taught college simulations, it's easy to understand",1
1657,"write for knowledge, live instagram detikcom, you know, write a novel, supernova, launch online writing class, it's sold out, teach me to write together, don't stay, thursday april at noon",1
1658,online lectures don't understand tbtb lecturers say uts teach woe,-1
1659,school pandemic needs to support online teaching students happy with primary school teacher facilities teaching video content caturdarma umy serving the community,1
1660,"it's different online online, it helps explain",1
1661,"Don't forget the mandatory way, it's mandatory to teach, it's full offline online",-1
1662,"jek enek, ae sing, chime in with perkoro, teach online and then hear about home schooling, but it looks like he's protesting, there's no online method, but he pays",-1
1663,"monitor online classes, teach write sessions of interest, please join the discussion, write crazy, kraft intersection, friday don't miss it",1
1664,"let's help people who have to teach online, but android android, minimal package, minimal package, big boss's net net, but minimal oversight from the inspectorate general really enjoys minimal work money",1
1665,"it's really online july, it's crazy to teach online, I don't enter the brain of the material mmen",-1
1666,online teaching system free children teach to play pandemic,1
1667,"the struggle to graduate is extraordinary, the pandemic descends the hill, descends the tree, online lectures, Luwu students climb mountain trees",-1
1668,no thank you wise for not feeling good teaching online the previous semester cut,-1
1669,"Because college is online, it's really mandatory to read lecture material, support the world of college, create small businesses, such as selling Cimol masks online, even if the target bell is different, the sub-district head of the district teaches and develops soft skills",1
1670,"students who teach videos, audios, who read fast, only watch slides, online lectures, access lots of content, it d be great module nurtures all that needs",1
1671,"it's stressful if you study online, teach at home, it's not fun if you teach assignments or not",-1
1672,"if you teach me, how can I be an idiot teaching online can't come in, maybe the conch teach hah hah mulu",-1
1673,"Except for UII, on March, the Chancellor issued a circular to change the online campus teaching system, active Sunday teaching and online teaching, the obstacle, Ahmad Wildan Havaza, Anisa Izzati",1
1674,"Assalamualaikum hi, not for a moment, class xii science-ips seniors graduate from high school on thursday april principals watch out for teachers like online class xii science-ips graduation meetings",1
1675,"Just imagine, I'm ready to go, my classmate told me that's okay, it's just parents online, it's my turn, there's no sound, please teach me how to talk, thank you",1
1676,The victim doesn't move July to enter an online applied class that doesn't have internet facilities to teach modules,-1
1677,"Wow, I'm crazy, I teach online, I know I know",1
1678,"covid hinders teaching, advances in technology, chooses online teaching facilities, easy access, optimal teaching at home, adds to the knowledge, congratulations, national education, hardiknas kumhampasti",1
1679,naturally difficult to teach complaining about online teaching,-1
1680,"Just pass, greet or class is normal, no need to teach online",1
1681,"give full respect to lecturers teaching online media, hopefully motivation will always teach death",1
1682,"Holidays don't teach online, the intention is to sleep but I don't know how happy I am in the morning so I can't sleep",-1
1683,"If it's really long online teaching until my class cries, imagine how stupid I would be if I took the test",-1
1684,"it's easy, easy, my sustenance gets bang, mom's groceries, medicine for my sister who has autism, the quota for my brother who teaches online at home, amien",1
1685,"oh my god, my mother said to install wifi at home because online is really a sin, yes, I teach a lot of wifi, watch a lot of drama",1
1686,"share video experiences with low view topics, clear videos, difficult topics by view sharing, online learning, online learning at home",1
1687,"For the ukt, just charge full online teaching, lean lecturers, better teach watching youtube streaming quota capital, unslies",1
1688,"Actually, if you don't go to online college, it's a waste if you don't really teach",-1
1689,"I don't know, bro, I don't know, friends, so that students who are annoying to go to campus have taught online too",-1
1690,"online lectures, no deadlines, poor nets, being able to analyze lecturer material, not lacking in core discussions, the teaching effort of the Minister of Education and Culture is looking for students",-1
1691,"teach refer to the July PPDB student calendar for active teaching, the online system for the covid pandemic has recovered",1
1692,"extraordinary friends, through the morning clock list, forget to lose quickly, calm down, online training, it is difficult to teach specific calculations and teach elementary school inclusively, register open wib",-1
1693,free ukt bang subsidies for active teaching and learning are held online automatically campus operational costs are not appropriate campus gives light to students,1
1694,IPNU survey East Java percent teaches corona innovative online teaching methods,1
1695,online boarding school dizzy from online teaching,-1
1696,"finished the online class, let's teach Monday, Friday wib virus material, I'll teach reposted from the Ministry of Education and Culture, Friends, Education and Culture schedule",1
1697,"the myth of learning at home, no teaching at home, online teaching, wake up, understand the phenomenon of online life, help access information, reach it, don't have to be online, meaning parents accompanying stressed children",-1
1698,"Friends, Education and Culture, National Education and Culture framework, Ministry of Education and Culture, holds online quizzes, sapadrb, Indonesian Teaching House Ambassadors, let's register",1
1699,app but function ok negative impact online teaching,-1
1700,UIN Alauddin's online teaching path wisely arranges quota subsidies,1
1701,"la cin math que bargains film night collection, video teaches cinema, french filmmakers, culturecheznous, invites you to enjoy french culture at home, serve it online",1
1702,"essentialoilpeppermint is not easy, yes, moms help children teach online, disrupt the teaching process, watch videos, play games",1
1703,"let's go online so you don't get bored, teach this game, memorize it when you hear the sound",1
1704,stupid online teaching,-1
1705,"My quarantine for online work is over, I'm done teaching online, I'm online, I'm finished online, I'm dead for those who don't know what teaching online is, I just copy my friend's work when I'm absent from work",-1
1706,"dilemm tcoooyy, let's go online, I'm scared too, I realize that I can teach you",-1
1707,it's true that the pandemic doesn't teach online online demo using hashtags,1
1708,"online teaching is not optimal, the order to open a school is not optimal",-1
1709,"teach online bus teaching remote areas, thank you teacher",1
1710,"cm, leave the maba, the fasilkom can't wait to teach directly like looking at google, it's really fun online lecture",1
1711,"the phase is okay, just be grateful for online lectures until thank God teach campus ga sometime teach gratitude inspectors",1
1712,"It's good to resign, because those who are serious teach cheaters who cheat online",-1
1713,"uts online makes it easy, gin, anji is lazy to teach wei",1
1714,"Look at family photos, press the heavy teaching effect online, rich",1
1715,"ness, the middle gin, who is taking care of unnes online, you have to meet the lecturer, who is at home, doesn't support teaching, doesn't know people's suffering, don't judge unnes so easily",1
1716,"For this purpose online, students demand a lot of teaching to understand the material, according to me, no one can understand clearly, I have also commented on the lecturer like that, but they are responsive when they say it must be wtf men",-1
1717,"Replurk gudegkrecek, it's sad, college, as an idiot, teaching online gin",-1
1718,"talk and greet Indonesia at night Pgri congratulations students, the main thing is the pandemic is important which students teach whether online, Pgri provides digital learning teaching tools",1
1719,online teaching makes the spirit dry fast without limits the latest news news news national news,1
1720,"Don't come in afraid, kids feel good on vacation, lazy to teach quickly, go in, afraid the teacher's children are contagious, they're still online, afraid that kids don't really teach them to understand what they're afraid of",-1
1721,"It's really not effective, if it's like a junior high school, the parents are not smartphone students, especially students who are online, people only teach directly, it's hard to be online, really",-1
1722,"oh my god, how can I be honest, I don't want to teach online because nothing enters my brain giving me the task of teaching material",1
1723,"I hope online school isn't stupid, I'm really afraid to lose my passion for teaching, I'm outside wkwk",1
1724,"hello grawislovers, know how to teach effective online methods, the answer is sure the connection is smooth, safe, manages to teach, don't bother actively",1
1725,teach online fear of losing power,-1
1726,"million honorary civil servant teachers, quality makes students stressed, instructions for teaching students at home, the corona virus pandemic, the negative impact of stress on children, uncomfortable teaching online, cc jpnn",-1
1727,"cm. I think online teaching methods like teachers, lecturers make presentation videos when you give interesting material, don't be nice, don't teach, because you teach",1
1728,effective teaching tips for online lectures,1
1729,"I'm sorry I teach online the material I don't understand, I've taught independently, just keep going",-1
1730,"happy national education, spirit of active teaching, online teaching at home, at home, nusabess, nusaboard, nusawood, jogjakarta, semarang, indonesia, jakarta, bandung, bogor, topproperty, digital, popular, brand, topbrand",1
1731,"teach home online, honest business, fasting, masya allah, the value doesn't mean teaching in vain",1
1732,"my class book, please teach online",1
1733,"I miss teaching, I really really want to teach since online college, I feel so empty, oh my God",1
1734,"Why do I have to read it, I teach online, but the state doesn't have the facilities, I hope the corners of people like Jeneng shoots the nation, smart people, quota limits",1
1735,primarega webinar online teaching program stay healthy primagama,1
1736,"I've taught tomorrow, ask those who haven't studied a little bit, just make sense, just be satisfied tomorrow, just pretend to know haha, online exams make it crunchy",1
1737,online teaching holiday,1
1738,"to governors, etc., when do students teach online, they don't buy cell phones, there's a solution for them, so they can give free electricity to millions of poor people, why not?",1
1739,"teach at home, teachers who are productive, teach online, teachers who are less productive, the quota is for watching drama movies, students who are diligent in teaching online, students who are lazy, fill their days with tiktok games",-1
1740,"I'm sorry, you're selfish, don't go to online lectures, lockdown, still teach going home",-1
1741,"nder teaches investment, unssaf, if you teach, gallery bei, faculty of economics, online, just follow it on twitter, unssaf's ig, pull info about capital market shares",1
1742,"If you really can't tell the difference between human plastic, it's better to teach science that crosses your interests when you can invite emotional misunderstandings, so please take care online, which can be spread widely, please tell me the price",1
1743,"It's easy for children to teach online so they don't go to school, they go to the mall",1
1744,"online, teach online, don't you just give the material, do you understand, don't poke in the brain chest quiz task, don't get free air, it's stuck",-1
1745,"how are you guys, are you ready to go to college, itb time you know the newbie teaching system is really online, it's a gang's business",1
1746,"general long online lectures on june uts online exams take home hanging wisely, lecturers, stay healthy, far away busy doing physical distancing, teaching spirit iers",1
1747,Ministry of Education and Culture teaches face-to-face teaching ppdb schools Ministry of Education and Culture is like July like online face-to-face according to regional conditions,1
1748,"cm, when I talk about online lectures, I hold a meeting, I don't teach, give assignments, then I get permission for the meeting when I graduate, it's really difficult if you get bad grades, you say you're lazy to teach, you can't cont",-1
1749,afterdmitrakey supports the real work college program kkn back to village students register for kkn go online and teach online,1
1750,"dean's circular letter number un fo fp hello ker the spirit of online lectures is enthusiastic, yes, circular, the value of the teaching and learning process for pbm student assignments, let's see",1
1751,The Governor of DIY Sri Sultan Hamengku Buwono X broke up and taught like a home online teaching process.,-1
1752,"Complaining parents is like teaching online, the country is afraid of total school holidays, even though foreign countries have holidays that are Indonesian because of the climate",1
1753,"the main thing is the spirit of teaching spirit who is selected to enter PTN pts, the spirit of work who has entered the spirit of studying online, productive spirit, fall down, don't simulate being a dead person",1
1754,"How about tomorrow, I will teach, but my brain is very hopeless, because I don't use it to think hard, wkwkwk, the problem is that after online lectures, I can't really listen to the presentation group, but my brain isn't saved wwkwk",-1
1755,cultural friends show online happy at home happy art reply to betawi rhymes teach tutorials exploring history of the thousand lands of fortress southeast sulawesi youtube my culture,1
1756,"yes, teach children online school beware",1
1757,online exams make you lazy to help me,1
1758,ready to teach online the majority don't teach teachers are ready students parents are ready,1
1759,"teach online expectations, teach do assignments, discuss understand -- productive, reality, brother, deck, please cook, deck, please, please, please interrupt, I'm lazy to play on my cellphone -- lay down, talk edition",1
1760,"demand good online teaching system proof of accre a ban-pt akre is gone, only a teaching system that fixes online teaching quota subsidies so that the quota is safe, teach maximum let's not be afraid to lose uin",1
1761,teach online google classroom see the benefits,1
1762,"Head of Coal Education Office, Ilyas Sitorus, is steady, online teaching is waiting for the Ministry of Education and Culture to be wise",1
1763,"dear studs who protest with the online teaching system, please understand those who are adapting or those who struggle with quota connections, you know, those who deal with management because work study from home doesn't work, you know",1
1764,"the average level of interest in teaching mathematics online is low, no students, the results of interest in teaching mathematics are hlkompasiana",1
1765,"In the material, we discuss who trains about emerging covid, while teaching via online who trains, I'm just surprised by the pic",1
1766,museum archaeological framework formula proclamation text hold online teaching museum museum science class museum disaster mitigation expert theme face,-1
1767,cm it's not possible to study online free to teach at home who don't really have to be patient with those who are enthusiastic,1
1768,one of the Bolivian teachers uses a unique home teaching program for the corona virus pandemic superhero costume online class is happy,1
1769,"You don't have to play online to use the report card value instead of spreading news that hasn't been published, it's better to teach the dog, puebi khatamin, I'm flushing this",1
1770,just explain it straight away sometimes it's not easy to teach online g really understand g left group sigh sak karepmu wes angel dikandani yo wes,-1
1771,"okay, teach online until the semester, I'll let you know",1
1772,teach it online ok,1
1773,"I don't want to teach online, just imagine I'm already in BLJR VC high school, I don't know Jingaaan",-1
1774,"Yes, it's crazy, this semester is online, don't you think it's a holiday, sorry, I swear, I'm not in the mood, I know, eff",1
1775,"I'll teach you until you die, mon, I'm sorry if you're online, I'm sorry, I want",-1
1776,"Marhaban, Ramadhan, safe cash, fasting worship, may the month of blessings be abundant, worship istiqomah, take care of the outbreak of fasting this time, let's teach at home, the online skpp menu",1
1777,live stream thursday may morning trend opportunities online challenge covid pandemic teaser event subscribe rabuambyar institute narrative,1
1778,"I have taught online taking care of grades, be mentally prepared, reminding children to gather back and forth, contacting astaghfirullah, don't be excited",1
1779,"It's a long online teaching, don't get well soon Indonesia doesn't want to teach online, why not on campus",-1
1780,"school sch pays tuition fees, doesn't it cut, does it get an online teaching quota",1
